Mon_ID;Land_ID;Produkt_ID;Umsatzplan
201901;01;1706;350.00
201901;01;1707;70.00
201901;01;1708;70.00
201901;01;1709;110.00
201901;01;1801;40.00
201901;01;1802;40.00
201901;01;1803;50.00
201901;01;1804;480.00
201901;01;1805;20.00
201901;01;1806;20.00
201901;01;1807;40.00
201901;01;1808;170.00
201901;01;1809;130.00
201901;01;1901;50.00
201901;01;1902;70.00
201901;01;1903;120.00
201901;01;1904;220.00
201901;01;1905;170.00
201901;01;1906;120.00
201901;01;1907;20.00
201901;01;1908;250.00
201901;01;1909;80.00
201901;01;1910;50.00
201901;01;1911;50.00
201901;01;1912;20.00
201901;01;1913;250.00
201901;01;2001;230.00
201901;01;2002;20.00
201901;01;2003;20.00
201901;01;2004;230.00
201901;01;2005;60.00
201901;01;2006;10.00
201901;01;2007;10.00
201901;01;2008;180.00
201901;01;2009;30.00
201901;01;2010;170.00
201901;01;2011;120.00
201901;01;2012;60.00
201901;01;2013;400.00
201901;01;2101;30.00
201901;01;2103;60.00
201901;01;2104;100.00
201901;01;2105;10.00
201901;01;2106;50.00
201901;01;2107;10.00
201901;01;2108;60.00
201901;01;2109;90.00
201901;01;2110;40.00
201901;01;2111;80.00
201901;01;2112;70.00
201901;01;2113;60.00
201901;01;2114;40.00
201901;01;2115;100.00
201901;01;2116;310.00
201901;01;2117;230.00
201901;01;2118;30.00
201901;01;2201;310.00
201901;01;2202;60.00
201901;01;2203;30.00
201901;01;2204;20.00
201901;01;2205;150.00
201901;01;2206;30.00
201901;01;2207;10.00
201901;01;2208;20.00
201901;01;2210;40.00
201901;01;2211;70.00
201901;01;2212;60.00
201901;01;2213;60.00
201901;01;2214;80.00
201901;01;2215;380.00
201901;01;2216;30.00
201901;01;2217;20.00
201901;01;2218;80.00
201901;01;2301;70.00
201901;01;2302;20.00
201901;01;2303;10.00
201901;01;2304;50.00
201901;01;2305;10.00
201901;01;2306;30.00
201901;01;2307;50.00
201901;01;2308;360.00
201901;01;2309;10.00
201901;01;2310;70.00
201901;01;2311;50.00
201901;01;2312;50.00
201901;01;2313;40.00
201901;01;2314;70.00
201901;01;2316;140.00
201901;01;2317;10.00
201901;01;2318;50.00
201901;01;2401;10.00
201901;01;2402;20.00
201901;01;2403;20.00
201901;01;2404;120.00
201901;01;2405;20.00
201901;01;2406;30.00
201901;01;2407;790.00
201901;01;2408;40.00
201901;01;2409;80.00
201901;02;1001;110.00
201901;02;1002;80.00
201901;02;1003;130.00
201901;02;1004;10.00
201901;02;1005;20.00
201901;02;1006;10.00
201901;02;1007;50.00
201901;02;1008;120.00
201901;02;1009;40.00
201901;02;1010;360.00
201901;02;1011;60.00
201901;02;1012;140.00
201901;02;1013;110.00
201901;02;1101;120.00
201901;02;1102;50.00
201901;02;1103;60.00
201901;02;1104;50.00
201901;02;1105;50.00
201901;02;1106;20.00
201901;02;1107;10.00
201901;02;1108;80.00
201901;02;1109;10.00
201901;02;1110;240.00
201901;02;1111;40.00
201901;02;1112;80.00
201901;02;1113;90.00
201901;02;1201;70.00
201901;02;1202;80.00
201901;02;1203;30.00
201901;02;1204;280.00
201901;02;1205;30.00
201901;02;1206;20.00
201901;02;1207;130.00
201901;02;1208;70.00
201901;02;1209;30.00
201901;02;1301;270.00
201901;02;1302;20.00
201901;02;1303;10.00
201901;02;1305;20.00
201901;02;1307;150.00
201901;02;1308;70.00
201901;02;1309;40.00
201901;02;1310;280.00
201901;02;1311;10.00
201901;02;1313;20.00
201901;02;1314;20.00
201901;02;1315;10.00
201901;02;1316;150.00
201901;02;1317;20.00
201901;02;1318;40.00
201901;02;1401;10.00
201901;02;1402;40.00
201901;02;1403;90.00
201901;02;1404;30.00
201901;02;1405;220.00
201901;02;1406;40.00
201901;02;1407;30.00
201901;02;1408;10.00
201901;02;1409;10.00
201901;02;1410;80.00
201901;02;1411;20.00
201901;02;1412;40.00
201901;02;1413;30.00
201901;02;1501;40.00
201901;02;1502;10.00
201901;02;1504;10.00
201901;02;1505;30.00
201901;02;1506;10.00
201901;02;1507;50.00
201901;02;1508;30.00
201901;02;1509;30.00
201901;02;1510;20.00
201901;02;1511;40.00
201901;02;1512;20.00
201901;02;1513;280.00
201901;02;1514;120.00
201901;02;1515;20.00
201901;02;1516;470.00
201901;02;1517;320.00
201901;02;1518;20.00
201901;02;1601;30.00
201901;02;1602;10.00
201901;02;1603;60.00
201901;02;1604;30.00
201901;02;1605;30.00
201901;02;1606;20.00
201901;02;1607;20.00
201901;02;1608;460.00
201901;02;1609;20.00
201901;02;1702;10.00
201901;02;1703;20.00
201901;02;1704;70.00
201901;02;1705;20.00
201901;02;1706;330.00
201901;02;1707;30.00
201901;02;1708;30.00
201901;02;1801;30.00
201901;02;1802;10.00
201901;02;1803;50.00
201901;02;1804;350.00
201901;02;1805;30.00
201901;02;1806;30.00
201901;02;1807;60.00
201901;02;1809;50.00
201901;02;1901;40.00
201901;02;1902;50.00
201901;02;1903;160.00
201901;02;1904;100.00
201901;02;1905;120.00
201901;02;1906;120.00
201901;02;1907;40.00
201901;02;1908;180.00
201901;02;1909;100.00
201901;02;1910;60.00
201901;02;1911;50.00
201901;02;1912;10.00
201901;02;1913;140.00
201901;02;2001;140.00
201901;02;2002;50.00
201901;02;2003;50.00
201901;02;2004;170.00
201901;02;2005;60.00
201901;02;2006;40.00
201901;02;2007;60.00
201901;02;2008;90.00
201901;02;2009;10.00
201901;02;2010;10.00
201901;02;2011;40.00
201901;02;2012;30.00
201901;02;2013;460.00
201901;02;2101;40.00
201901;02;2102;20.00
201901;02;2103;30.00
201901;02;2104;90.00
201901;02;2105;10.00
201901;02;2106;60.00
201901;02;2107;20.00
201901;02;2108;30.00
201901;02;2109;20.00
201901;02;2110;110.00
201901;02;2111;80.00
201901;02;2112;90.00
201901;02;2113;90.00
201901;02;2114;40.00
201901;02;2115;20.00
201901;02;2116;140.00
201901;02;2117;200.00
201901;02;2118;10.00
201901;02;2201;540.00
201901;02;2202;30.00
201901;02;2203;30.00
201901;02;2204;40.00
201901;02;2205;120.00
201901;02;2206;10.00
201901;02;2207;10.00
201901;02;2208;10.00
201901;02;2210;10.00
201901;02;2211;40.00
201901;02;2212;30.00
201901;02;2213;10.00
201901;02;2214;80.00
201901;02;2215;160.00
201901;02;2217;10.00
201901;02;2218;10.00
201901;02;2301;80.00
201901;02;2303;30.00
201901;02;2304;20.00
201901;02;2305;10.00
201901;02;2306;110.00
201901;02;2307;40.00
201901;02;2308;460.00
201901;02;2310;20.00
201901;02;2311;20.00
201901;02;2312;70.00
201901;02;2313;10.00
201901;02;2315;10.00
201901;02;2316;210.00
201901;02;2317;30.00
201901;02;2318;40.00
201901;02;2401;10.00
201901;02;2402;10.00
201901;02;2403;30.00
201901;02;2404;190.00
201901;02;2405;20.00
201901;02;2407;770.00
201901;02;2408;20.00
201901;02;2409;30.00
201901;03;1001;30.00
201901;03;1002;10.00
201901;03;1003;40.00
201901;03;1004;20.00
201901;03;1005;10.00
201901;03;1006;10.00
201901;03;1009;10.00
201901;03;1010;80.00
201901;03;1011;30.00
201901;03;1013;70.00
201901;03;1102;10.00
201901;03;1103;10.00
201901;03;1104;10.00
201901;03;1105;60.00
201901;03;1106;10.00
201901;03;1110;30.00
201901;03;1112;10.00
201901;03;1113;20.00
201901;03;1203;20.00
201901;03;1204;80.00
201901;03;1205;30.00
201901;03;1207;30.00
201901;03;1301;80.00
201901;03;1302;10.00
201901;03;1303;10.00
201901;03;1304;10.00
201901;03;1306;10.00
201901;03;1307;30.00
201901;03;1309;20.00
201901;03;1310;20.00
201901;03;1312;10.00
201901;03;1313;10.00
201901;03;1315;10.00
201901;03;1317;10.00
201901;03;1318;40.00
201901;03;1401;20.00
201901;03;1402;20.00
201901;03;1403;10.00
201901;03;1404;10.00
201901;03;1405;80.00
201901;03;1406;20.00
201901;03;1407;20.00
201901;03;1409;10.00
201901;03;1412;20.00
201901;03;1501;10.00
201901;03;1504;10.00
201901;03;1505;30.00
201901;03;1508;10.00
201901;03;1510;30.00
201901;03;1512;10.00
201901;03;1513;70.00
201901;03;1514;40.00
201901;03;1515;30.00
201901;03;1516;20.00
201901;03;1517;60.00
201901;03;1601;10.00
201901;03;1602;10.00
201901;03;1606;20.00
201901;03;1607;30.00
201901;03;1608;120.00
201901;03;1701;20.00
201901;03;1704;20.00
201901;03;1705;20.00
201901;03;1706;30.00
201901;03;1708;20.00
201901;03;1709;30.00
201901;03;1802;10.00
201901;03;1803;50.00
201901;03;1804;120.00
201901;03;1806;30.00
201901;03;1808;30.00
201901;03;1901;20.00
201901;03;1902;10.00
201901;03;1904;10.00
201901;03;1905;30.00
201901;03;1906;10.00
201901;03;1907;30.00
201901;03;1908;10.00
201901;03;1909;10.00
201901;03;1911;10.00
201901;03;1912;10.00
201901;03;1913;90.00
201901;03;2003;40.00
201901;03;2004;200.00
201901;03;2005;70.00
201901;03;2006;10.00
201901;03;2007;10.00
201901;03;2008;10.00
201901;03;2009;20.00
201901;03;2010;40.00
201901;03;2011;20.00
201901;03;2012;10.00
201901;03;2013;50.00
201901;03;2101;10.00
201901;03;2102;10.00
201901;03;2103;20.00
201901;03;2104;40.00
201901;03;2106;20.00
201901;03;2110;20.00
201901;03;2113;10.00
201901;03;2115;60.00
201901;03;2116;30.00
201901;03;2117;110.00
201901;03;2201;140.00
201901;03;2203;10.00
201901;03;2205;100.00
201901;03;2208;10.00
201901;03;2212;30.00
201901;03;2214;30.00
201901;03;2215;20.00
201901;03;2217;20.00
201901;03;2301;20.00
201901;03;2306;30.00
201901;03;2307;30.00
201901;03;2308;30.00
201901;03;2311;10.00
201901;03;2314;20.00
201901;03;2316;40.00
201901;03;2318;20.00
201901;03;2402;10.00
201901;03;2405;20.00
201901;03;2407;150.00
201901;03;2409;20.00
201901;04;1001;80.00
201901;04;1003;30.00
201901;04;1004;20.00
201901;04;1005;20.00
201901;04;1007;10.00
201901;04;1008;10.00
201901;04;1009;30.00
201901;04;1010;140.00
201901;04;1011;90.00
201901;04;1012;20.00
201901;04;1013;60.00
201901;04;1101;30.00
201901;04;1102;20.00
201901;04;1103;20.00
201901;04;1104;20.00
201901;04;1105;60.00
201901;04;1106;10.00
201901;04;1107;10.00
201901;04;1109;10.00
201901;04;1110;90.00
201901;04;1111;50.00
201901;04;1112;10.00
201901;04;1113;60.00
201901;04;1201;20.00
201901;04;1204;110.00
201901;04;1209;20.00
201901;04;1301;120.00
201901;04;1302;10.00
201901;04;1303;20.00
201901;04;1304;10.00
201901;04;1307;70.00
201901;04;1308;20.00
201901;04;1309;40.00
201901;04;1310;20.00
201901;04;1311;10.00
201901;04;1312;10.00
201901;04;1313;10.00
201901;04;1315;10.00
201901;04;1316;20.00
201901;04;1317;10.00
201901;04;1318;20.00
201901;04;1402;20.00
201901;04;1403;60.00
201901;04;1404;20.00
201901;04;1405;180.00
201901;04;1406;50.00
201901;04;1408;20.00
201901;04;1409;10.00
201901;04;1410;20.00
201901;04;1411;50.00
201901;04;1412;20.00
201901;04;1413;10.00
201901;04;1502;10.00
201901;04;1503;10.00
201901;04;1504;10.00
201901;04;1509;20.00
201901;04;1513;30.00
201901;04;1514;50.00
201901;04;1515;40.00
201901;04;1516;100.00
201901;04;1517;110.00
201901;04;1518;10.00
201901;04;1602;10.00
201901;04;1606;20.00
201901;04;1608;210.00
201901;04;1701;30.00
201901;04;1702;10.00
201901;04;1703;10.00
201901;04;1704;30.00
201901;04;1705;20.00
201901;04;1706;80.00
201901;04;1708;10.00
201901;04;1709;30.00
201901;04;1804;210.00
201901;04;1805;40.00
201901;04;1807;10.00
201901;04;1808;30.00
201901;04;1809;40.00
201901;04;1901;20.00
201901;04;1903;110.00
201901;04;1904;110.00
201901;04;1905;40.00
201901;04;1906;20.00
201901;04;1907;30.00
201901;04;1908;70.00
201901;04;1909;80.00
201901;04;1910;60.00
201901;04;1911;10.00
201901;04;1912;10.00
201901;04;1913;100.00
201901;04;2001;30.00
201901;04;2002;20.00
201901;04;2003;40.00
201901;04;2004;50.00
201901;04;2005;10.00
201901;04;2006;40.00
201901;04;2007;80.00
201901;04;2008;130.00
201901;04;2009;20.00
201901;04;2010;120.00
201901;04;2011;50.00
201901;04;2012;20.00
201901;04;2013;120.00
201901;04;2101;20.00
201901;04;2103;30.00
201901;04;2104;50.00
201901;04;2105;10.00
201901;04;2106;30.00
201901;04;2107;20.00
201901;04;2110;20.00
201901;04;2113;30.00
201901;04;2115;40.00
201901;04;2116;120.00
201901;04;2117;140.00
201901;04;2118;10.00
201901;04;2201;140.00
201901;04;2203;10.00
201901;04;2204;10.00
201901;04;2205;120.00
201901;04;2208;10.00
201901;04;2209;10.00
201901;04;2212;20.00
201901;04;2214;40.00
201901;04;2215;20.00
201901;04;2301;40.00
201901;04;2302;30.00
201901;04;2304;10.00
201901;04;2305;10.00
201901;04;2308;110.00
201901;04;2310;10.00
201901;04;2311;30.00
201901;04;2312;40.00
201901;04;2313;10.00
201901;04;2314;10.00
201901;04;2315;30.00
201901;04;2316;30.00
201901;04;2318;20.00
201901;04;2402;10.00
201901;04;2403;10.00
201901;04;2404;20.00
201901;04;2407;440.00
201901;04;2409;50.00
201901;05;1001;70.00
201901;05;1002;10.00
201901;05;1003;80.00
201901;05;1004;80.00
201901;05;1005;30.00
201901;05;1006;10.00
201901;05;1007;10.00
201901;05;1010;140.00
201901;05;1011;60.00
201901;05;1012;30.00
201901;05;1013;60.00
201901;05;1101;40.00
201901;05;1102;20.00
201901;05;1103;20.00
201901;05;1104;30.00
201901;05;1105;60.00
201901;05;1106;10.00
201901;05;1108;10.00
201901;05;1109;10.00
201901;05;1110;90.00
201901;05;1111;30.00
201901;05;1112;40.00
201901;05;1113;20.00
201901;05;1201;30.00
201901;05;1202;20.00
201901;05;1203;30.00
201901;05;1204;140.00
201901;05;1205;20.00
201901;05;1206;20.00
201901;05;1208;30.00
201901;05;1209;20.00
201901;05;1301;110.00
201901;05;1302;10.00
201901;05;1307;90.00
201901;05;1309;50.00
201901;05;1310;100.00
201901;05;1311;10.00
201901;05;1312;10.00
201901;05;1313;20.00
201901;05;1314;10.00
201901;05;1315;10.00
201901;05;1316;10.00
201901;05;1401;10.00
201901;05;1402;10.00
201901;05;1403;20.00
201901;05;1404;20.00
201901;05;1405;170.00
201901;05;1406;80.00
201901;05;1407;20.00
201901;05;1408;30.00
201901;05;1409;10.00
201901;05;1411;30.00
201901;05;1412;20.00
201901;05;1413;20.00
201901;05;1501;10.00
201901;05;1503;20.00
201901;05;1504;10.00
201901;05;1511;10.00
201901;05;1512;20.00
201901;05;1513;160.00
201901;05;1514;40.00
201901;05;1515;30.00
201901;05;1516;280.00
201901;05;1517;50.00
201901;05;1601;20.00
201901;05;1603;10.00
201901;05;1604;20.00
201901;05;1606;20.00
201901;05;1607;50.00
201901;05;1608;250.00
201901;05;1609;20.00
201901;05;1701;20.00
201901;05;1702;10.00
201901;05;1703;20.00
201901;05;1704;20.00
201901;05;1705;20.00
201901;05;1706;180.00
201901;05;1707;50.00
201901;05;1708;10.00
201901;05;1709;30.00
201901;05;1801;30.00
201901;05;1802;10.00
201901;05;1803;50.00
201901;05;1804;260.00
201901;05;1805;40.00
201901;05;1807;60.00
201901;05;1808;150.00
201901;05;1809;20.00
201901;05;1901;60.00
201901;05;1903;80.00
201901;05;1904;30.00
201901;05;1905;90.00
201901;05;1906;80.00
201901;05;1907;20.00
201901;05;1908;20.00
201901;05;1911;20.00
201901;05;1912;10.00
201901;05;1913;70.00
201901;05;2001;100.00
201901;05;2002;10.00
201901;05;2003;40.00
201901;05;2004;90.00
201901;05;2005;10.00
201901;05;2006;10.00
201901;05;2007;20.00
201901;05;2009;30.00
201901;05;2010;90.00
201901;05;2011;90.00
201901;05;2012;80.00
201901;05;2013;160.00
201901;05;2103;30.00
201901;05;2104;40.00
201901;05;2105;10.00
201901;05;2106;40.00
201901;05;2112;30.00
201901;05;2114;10.00
201901;05;2116;50.00
201901;05;2117;130.00
201901;05;2118;10.00
201901;05;2201;120.00
201901;05;2203;10.00
201901;05;2204;20.00
201901;05;2205;240.00
201901;05;2209;50.00
201901;05;2211;30.00
201901;05;2212;30.00
201901;05;2214;50.00
201901;05;2215;70.00
201901;05;2216;10.00
201901;05;2218;60.00
201901;05;2301;30.00
201901;05;2303;20.00
201901;05;2304;20.00
201901;05;2305;10.00
201901;05;2306;30.00
201901;05;2308;190.00
201901;05;2310;10.00
201901;05;2311;30.00
201901;05;2312;10.00
201901;05;2313;10.00
201901;05;2314;20.00
201901;05;2315;40.00
201901;05;2316;100.00
201901;05;2317;10.00
201901;05;2318;30.00
201901;05;2401;10.00
201901;05;2402;10.00
201901;05;2403;10.00
201901;05;2404;80.00
201901;05;2405;20.00
201901;05;2406;20.00
201901;05;2407;470.00
201901;05;2408;20.00
201901;05;2409;20.00
201901;06;1001;70.00
201901;06;1004;30.00
201901;06;1006;10.00
201901;06;1007;20.00
201901;06;1010;170.00
201901;06;1011;40.00
201901;06;1012;10.00
201901;06;1013;70.00
201901;06;1102;10.00
201901;06;1103;20.00
201901;06;1104;10.00
201901;06;1105;60.00
201901;06;1106;10.00
201901;06;1107;10.00
201901;06;1108;20.00
201901;06;1109;10.00
201901;06;1110;60.00
201901;06;1111;20.00
201901;06;1112;30.00
201901;06;1113;20.00
201901;06;1203;30.00
201901;06;1204;90.00
201901;06;1207;30.00
201901;06;1208;40.00
201901;06;1301;70.00
201901;06;1302;10.00
201901;06;1307;30.00
201901;06;1309;30.00
201901;06;1310;30.00
201901;06;1315;10.00
201901;06;1316;30.00
201901;06;1318;30.00
201901;06;1401;30.00
201901;06;1402;20.00
201901;06;1403;20.00
201901;06;1404;10.00
201901;06;1405;70.00
201901;06;1406;50.00
201901;06;1410;10.00
201901;06;1411;30.00
201901;06;1412;20.00
201901;06;1413;10.00
201901;06;1501;10.00
201901;06;1503;10.00
201901;06;1504;10.00
201901;06;1505;10.00
201901;06;1508;10.00
201901;06;1513;70.00
201901;06;1514;70.00
201901;06;1515;20.00
201901;06;1516;100.00
201901;06;1517;100.00
201901;06;1518;10.00
201901;06;1601;10.00
201901;06;1603;50.00
201901;06;1604;20.00
201901;06;1606;20.00
201901;06;1607;20.00
201901;06;1608;110.00
201901;06;1609;20.00
201901;06;1702;10.00
201901;06;1703;10.00
201901;06;1704;40.00
201901;06;1705;20.00
201901;06;1706;80.00
201901;06;1707;40.00
201901;06;1708;10.00
201901;06;1709;50.00
201901;06;1801;40.00
201901;06;1802;20.00
201901;06;1804;50.00
201901;06;1805;30.00
201901;06;1806;20.00
201901;06;1807;20.00
201901;06;1809;20.00
201901;06;1901;30.00
201901;06;1903;60.00
201901;06;1904;60.00
201901;06;1905;10.00
201901;06;1906;10.00
201901;06;1907;20.00
201901;06;1908;50.00
201901;06;1910;10.00
201901;06;1912;10.00
201901;06;1913;40.00
201901;06;2001;40.00
201901;06;2002;10.00
201901;06;2003;20.00
201901;06;2006;10.00
201901;06;2007;10.00
201901;06;2008;50.00
201901;06;2009;30.00
201901;06;2010;10.00
201901;06;2011;60.00
201901;06;2012;50.00
201901;06;2013;90.00
201901;06;2102;20.00
201901;06;2103;20.00
201901;06;2106;20.00
201901;06;2107;20.00
201901;06;2108;30.00
201901;06;2112;20.00
201901;06;2117;50.00
201901;06;2201;20.00
201901;06;2202;10.00
201901;06;2205;20.00
201901;06;2206;10.00
201901;06;2208;10.00
201901;06;2210;10.00
201901;06;2213;10.00
201901;06;2214;20.00
201901;06;2215;20.00
201901;06;2217;10.00
201901;06;2301;30.00
201901;06;2306;40.00
201901;06;2307;30.00
201901;06;2308;150.00
201901;06;2310;10.00
201901;06;2311;30.00
201901;06;2312;40.00
201901;06;2313;20.00
201901;06;2314;10.00
201901;06;2315;30.00
201901;06;2318;20.00
201901;06;2401;10.00
201901;06;2402;10.00
201901;06;2403;10.00
201901;06;2404;60.00
201901;06;2407;320.00
201901;06;2408;20.00
201901;06;2409;20.00
201901;07;1001;50.00
201901;07;1002;20.00
201901;07;1003;10.00
201901;07;1005;30.00
201901;07;1006;10.00
201901;07;1007;10.00
201901;07;1008;40.00
201901;07;1009;30.00
201901;07;1010;90.00
201901;07;1011;40.00
201901;07;1012;30.00
201901;07;1013;30.00
201901;07;1102;10.00
201901;07;1103;50.00
201901;07;1104;10.00
201901;07;1106;10.00
201901;07;1108;10.00
201901;07;1109;10.00
201901;07;1110;20.00
201901;07;1111;20.00
201901;07;1112;10.00
201901;07;1201;20.00
201901;07;1202;40.00
201901;07;1203;30.00
201901;07;1204;60.00
201901;07;1206;20.00
201901;07;1209;20.00
201901;07;1301;20.00
201901;07;1305;20.00
201901;07;1307;70.00
201901;07;1309;20.00
201901;07;1310;50.00
201901;07;1312;10.00
201901;07;1402;10.00
201901;07;1403;20.00
201901;07;1404;20.00
201901;07;1405;140.00
201901;07;1407;30.00
201901;07;1408;20.00
201901;07;1411;20.00
201901;07;1412;20.00
201901;07;1501;10.00
201901;07;1503;10.00
201901;07;1507;10.00
201901;07;1513;80.00
201901;07;1514;110.00
201901;07;1516;170.00
201901;07;1517;80.00
201901;07;1602;10.00
201901;07;1603;40.00
201901;07;1604;20.00
201901;07;1608;100.00
201901;07;1609;20.00
201901;07;1702;10.00
201901;07;1703;10.00
201901;07;1706;40.00
201901;07;1707;20.00
201901;07;1709;30.00
201901;07;1801;40.00
201901;07;1804;120.00
201901;07;1806;20.00
201901;07;1807;20.00
201901;07;1809;20.00
201901;07;1901;30.00
201901;07;1902;10.00
201901;07;1904;10.00
201901;07;1906;20.00
201901;07;1907;20.00
201901;07;1908;70.00
201901;07;1909;20.00
201901;07;1911;10.00
201901;07;1912;10.00
201901;07;1913;40.00
201901;07;2001;20.00
201901;07;2002;10.00
201901;07;2003;30.00
201901;07;2005;20.00
201901;07;2006;10.00
201901;07;2007;20.00
201901;07;2008;20.00
201901;07;2009;20.00
201901;07;2010;40.00
201901;07;2011;30.00
201901;07;2012;20.00
201901;07;2013;140.00
201901;07;2103;20.00
201901;07;2104;20.00
201901;07;2105;10.00
201901;07;2106;20.00
201901;07;2111;20.00
201901;07;2113;50.00
201901;07;2114;20.00
201901;07;2116;60.00
201901;07;2117;70.00
201901;07;2201;250.00
201901;07;2205;30.00
201901;07;2206;10.00
201901;07;2209;20.00
201901;07;2210;10.00
201901;07;2214;40.00
201901;07;2215;40.00
201901;07;2216;10.00
201901;07;2217;10.00
201901;07;2301;20.00
201901;07;2305;10.00
201901;07;2308;160.00
201901;07;2309;10.00
201901;07;2311;40.00
201901;07;2312;50.00
201901;07;2316;70.00
201901;07;2317;10.00
201901;07;2318;20.00
201901;07;2402;10.00
201901;07;2405;30.00
201901;07;2406;20.00
201901;07;2407;170.00
201901;08;1001;90.00
201901;08;1002;30.00
201901;08;1003;130.00
201901;08;1004;80.00
201901;08;1005;30.00
201901;08;1006;10.00
201901;08;1007;30.00
201901;08;1008;80.00
201901;08;1009;80.00
201901;08;1010;290.00
201901;08;1011;240.00
201901;08;1012;30.00
201901;08;1013;100.00
201901;08;1101;110.00
201901;08;1102;70.00
201901;08;1103;10.00
201901;08;1104;50.00
201901;08;1105;160.00
201901;08;1106;30.00
201901;08;1107;10.00
201901;08;1108;150.00
201901;08;1109;20.00
201901;08;1110;220.00
201901;08;1111;110.00
201901;08;1112;50.00
201901;08;1113;80.00
201901;08;1201;40.00
201901;08;1202;100.00
201901;08;1203;50.00
201901;08;1204;250.00
201901;08;1205;30.00
201901;08;1206;30.00
201901;08;1207;90.00
201901;08;1208;20.00
201901;08;1209;20.00
201901;08;1301;420.00
201901;08;1302;40.00
201901;08;1303;10.00
201901;08;1304;10.00
201901;08;1305;20.00
201901;08;1306;10.00
201901;08;1307;250.00
201901;08;1308;60.00
201901;08;1309;50.00
201901;08;1310;220.00
201901;08;1311;20.00
201901;08;1312;10.00
201901;08;1314;50.00
201901;08;1315;10.00
201901;08;1316;70.00
201901;08;1317;20.00
201901;08;1318;120.00
201901;08;1401;70.00
201901;08;1402;70.00
201901;08;1403;80.00
201901;08;1404;20.00
201901;08;1405;400.00
201901;08;1406;100.00
201901;08;1407;50.00
201901;08;1408;80.00
201901;08;1409;40.00
201901;08;1410;90.00
201901;08;1411;80.00
201901;08;1412;20.00
201901;08;1501;10.00
201901;08;1502;10.00
201901;08;1503;40.00
201901;08;1504;10.00
201901;08;1505;20.00
201901;08;1507;10.00
201901;08;1508;60.00
201901;08;1509;10.00
201901;08;1510;30.00
201901;08;1511;40.00
201901;08;1512;30.00
201901;08;1513;260.00
201901;08;1514;120.00
201901;08;1515;40.00
201901;08;1516;320.00
201901;08;1517;240.00
201901;08;1518;40.00
201901;08;1601;50.00
201901;08;1603;90.00
201901;08;1604;20.00
201901;08;1605;30.00
201901;08;1606;20.00
201901;08;1607;40.00
201901;08;1608;900.00
201901;08;1609;20.00
201901;08;1701;30.00
201901;08;1702;10.00
201901;08;1703;50.00
201901;08;1704;70.00
201901;08;1705;50.00
201901;08;1706;230.00
201901;08;1707;50.00
201901;08;1708;60.00
201901;08;1709;10.00
201901;08;1801;20.00
201901;08;1802;20.00
201901;08;1803;20.00
201901;08;1804;490.00
201901;08;1805;40.00
201901;08;1806;70.00
201901;08;1807;170.00
201901;08;1808;200.00
201901;08;1809;100.00
201901;08;1901;90.00
201901;08;1902;60.00
201901;08;1903;320.00
201901;08;1904;180.00
201901;08;1905;80.00
201901;08;1906;120.00
201901;08;1907;30.00
201901;08;1908;230.00
201901;08;1909;50.00
201901;08;1910;40.00
